Wall time,Step,Value
1713977998.029005,31155,41.21819305419922
1713978058.603335,31356,30.441816329956055
1713978119.223578,31557,26.22353744506836
1713978179.492044,31758,42.533145904541016
1713978239.813007,31959,26.17673110961914
1713978300.081343,32160,35.66950225830078
1713978360.390045,32361,26.254793167114258
1713978420.927666,32562,30.511877059936523
1713978481.291316,32763,31.343229293823242
1713978541.478385,32964,34.561119079589844
1713978601.669416,33165,34.00639724731445
1713978692.162936,33366,28.890567779541016
1713978752.70365,33567,26.236892700195312
1713978813.003426,33768,26.21831703186035
1713978873.159526,33969,26.21124839782715
1713978933.614075,34170,30.169458389282227
1713978993.944437,34371,26.222137451171875
1713979054.378918,34572,29.707977294921875
1713979114.709266,34773,26.220823287963867
1713979175.00881,34974,32.933021545410156
1713979235.22607,35175,33.25785827636719
1713979325.614226,35376,34.45478439331055
1713979385.827812,35577,35.97821044921875
1713979446.293524,35778,26.224660873413086
1713979506.521711,35979,31.39394187927246
1713979567.103866,36180,26.22031593322754
1713979627.692975,36381,26.228918075561523
1713979688.071194,36582,26.21674346923828
1713979778.616837,36783,31.13953399658203
1713979838.815412,36984,31.519004821777344
1713979899.378381,37185,35.08668899536133
1713979959.504624,37386,25.409215927124023
1713980050.188921,37587,31.81657600402832
1713980110.518513,37788,26.241968154907227
1713980170.929664,37989,23.382858276367188
1713980231.334562,38190,29.82688331604004
1713980291.584614,38391,26.224634170532227
1713980381.905274,38592,31.55876350402832
1713980442.236222,38793,26.230224609375
1713980502.575905,38994,31.486379623413086
1713980562.726766,39195,37.28944396972656
1713980622.885166,39396,26.20957374572754
1713980683.191192,39597,26.21967887878418
1713980773.685437,39798,26.23633575439453
1713980834.242106,39999,29.549854278564453
1713980894.635119,40200,26.205385208129883
1713980955.039345,40401,26.215803146362305
1713981045.603174,40602,26.250619888305664
1713981105.850145,40803,33.6741828918457
1713981166.230969,41004,26.815933227539062
1713981226.8254,41205,32.21123123168945
1713981287.211562,41406,26.208980560302734
1713981347.260666,41607,32.82771682739258
1713981437.907476,41808,37.99645233154297
1713981498.355048,42009,26.207855224609375
1713981558.82762,42210,28.429534912109375
1713981619.420557,42411,26.225069046020508
1713981679.676526,42612,26.20542335510254
1713981739.746138,42813,31.661535263061523
1713981799.840114,43014,30.906320571899414
1713981890.36484,43215,32.72610092163086
1713981950.6878,43416,32.3997688293457
1713982010.936002,43617,26.21761703491211
1713982071.059311,43818,26.216041564941406
1713982131.456559,44019,26.21908187866211
1713982191.929253,44220,31.46211051940918
1713982282.568059,44421,32.58894348144531
1713982343.037423,44622,26.240236282348633
1713982403.39916,44823,26.234764099121094
1713982463.515395,45024,26.252201080322266
1713982523.989309,45225,29.522201538085938
1713982614.376582,45426,31.055288314819336
1713982674.760471,45627,32.26392364501953
1713982735.25758,45828,31.89271354675293
1713982795.720209,46029,26.208219528198242
1713982886.251228,46230,35.26317596435547
1713982946.645169,46431,31.588178634643555
1713983007.104744,46632,26.22673988342285
1713983067.614426,46833,23.61453628540039
1713983158.05734,47034,26.193857192993164
1713983218.264976,47235,26.216793060302734
1713983278.712791,47436,30.29496192932129
1713983339.191855,47637,32.49702453613281
1713983399.768155,47838,27.647018432617188
1713983490.283889,48039,26.22640609741211
1713983550.785351,48240,39.769710540771484
1713983611.186024,48441,35.557334899902344
1713983671.295397,48642,31.416400909423828
1713983761.518035,48843,29.486923217773438
1713983821.905821,49044,31.072330474853516
1713983882.290703,49245,26.237123489379883
1713983942.556412,49446,26.231748580932617
1713984002.93144,49647,26.22968864440918
1713984062.982911,49848,30.479997634887695
1713984153.534743,50049,32.97066116333008
1713984213.959174,50250,26.178028106689453
1713984274.322966,50451,26.691469192504883
1713984364.67558,50652,26.225915908813477
1713984425.111665,50853,29.53600311279297
1713984485.963698,51054,26.223989486694336
1713984546.330444,51255,26.223369598388672
1713984606.692815,51456,26.22295379638672
1713984697.019834,51657,26.92400550842285
1713984757.069341,51858,30.299636840820312
1713984817.266752,52059,27.815380096435547
1713984877.789067,52260,34.488773345947266
1713984938.095129,52461,28.147193908691406
1713985028.529586,52662,26.219635009765625
1713985088.78502,52863,32.75318908691406
1713985149.166984,53064,28.64406394958496
1713985209.788238,53265,39.3205451965332
1713985300.06173,53466,26.213199615478516
1713985360.175142,53667,36.97553634643555
1713985420.557696,53868,32.801570892333984
1713985511.038853,54069,20.109079360961914
1713985571.256357,54270,31.28331184387207
1713985631.555803,54471,26.176734924316406
1713985691.877438,54672,33.00871658325195
1713985752.33366,54873,27.491939544677734
1713985843.121556,55074,26.383411407470703
1713985903.461181,55275,33.01345443725586
1713985963.739737,55476,26.214265823364258
1713986023.923775,55677,27.384878158569336
1713986114.475038,55878,36.28314971923828
1713986174.581125,56079,29.837400436401367
1713986235.023179,56280,26.221860885620117
1713986295.496669,56481,26.22829246520996
1713986355.808063,56682,31.726417541503906
1713986446.006086,56883,29.618671417236328
1713986506.146918,57084,33.28219985961914
1713986566.459867,57285,26.471817016601562
1713986626.493276,57486,34.57208251953125
1713986717.025434,57687,31.743040084838867
1713986777.4596,57888,31.354236602783203
1713986837.692804,58089,46.07784652709961
1713986897.901803,58290,26.202314376831055
1713986958.186879,58491,31.143020629882812
1713987048.757646,58692,34.828678131103516
1713987109.21161,58893,26.213735580444336
1713987169.69937,59094,26.22749900817871
1713987229.834193,59295,33.36920166015625
1713987320.399285,59496,26.22702980041504
1713987380.90877,59697,26.245946884155273
1713987441.293322,59898,26.246484756469727
1713987501.684286,60099,26.19041633605957
1713987592.309853,60300,26.20891571044922
1713987652.707464,60501,26.22463035583496
1713987713.247984,60702,26.21885108947754
1713987773.489936,60903,26.23988151550293
1713987863.898089,61104,26.209514617919922
1713987924.170958,61305,26.21579933166504
1713987984.203417,61506,26.222156524658203
1713988044.749133,61707,26.21749496459961
1713988104.820716,61908,26.215476989746094
1713988195.734644,62109,36.76216506958008
1713988256.165286,62310,26.209274291992188
1713988316.324885,62511,26.230728149414062
1713988376.705637,62712,26.217649459838867
1713988436.870314,62913,26.22081756591797
1713988497.272788,63114,26.22353172302246
1713988588.035088,63315,26.203014373779297
1713988648.260985,63516,32.213993072509766
1713988708.832109,63717,34.26362609863281
1713988769.14315,63918,26.22435760498047
1713988859.490517,64119,26.22586441040039
1713988919.766384,64320,26.223461151123047
1713988980.00777,64521,26.219863891601562
1713989040.116258,64722,26.211589813232422
